repository,pr_number,author,title,created_at,merged_at,base_branch,lines_added,lines_deleted,total_lines_changed,files_changed
FlightScheduleProAPI,2265,fspafahrenholtz,"FSP-10430 Return default TimeZoneIndex when no company setting found",2025-01-09T21:05:53Z,2025-01-09T21:12:44Z,master,5,1,6,1
FlightScheduleProAPI,2264,timsquires,"FSP-10174 add labels to people readstore",2025-01-09T15:26:05Z,2025-01-13T17:07:58Z,master,256,4,260,19
FlightScheduleProAPI,2262,timsquires,"FSP-10333 Add null check on flightRecord before attempting update",2025-01-08T15:57:40Z,2025-01-08T18:55:05Z,master,3,2,5,1
FlightScheduleProAPI,2261,davidcooper-fsp,"FSP-10355 Include and/or filtering for labels on People List",2025-01-07T16:04:02Z,2025-01-08T17:12:09Z,master,134,114,248,7
FlightScheduleProAPI,2260,seanpittman-fsp,"Revert ""FSP-10094: Log training session for customer 2 on reservation (#2251)""",2025-01-06T22:02:37Z,2025-01-06T23:46:47Z,master,59,119,178,4
FlightScheduleProAPI,2259,chriscovert,"FSP-10366 Packages report rates format",2025-01-03T20:33:00Z,2025-01-03T22:19:44Z,master,5,1,6,1
FlightScheduleProAPI,2258,seanpittman-fsp,"FSP-10094: Fix studentId null reference",2025-01-03T18:24:22Z,2025-01-03T19:21:26Z,master,2,2,4,1
CommonApi,542,NickHotalling-FSP,"Mark AuditHistoryResourceType obsolete and add missing values",2025-05-12T20:59:00Z,2025-05-13T01:45:15Z,master,9,2,11,1
CommonApi,541,danwatkins-fsp,"FSP-11334 Add roles and user ID to person fetch response",2025-04-22T14:32:04Z,2025-04-25T19:29:09Z,master,60,6,66,5
CommonApi,540,danwatkins-fsp,"FSP-11284 Add student financing terms and conditions operator agreement",2025-04-17T15:51:02Z,2025-04-18T16:23:39Z,master,7,2,9,4
CommonApi,539,fspafahrenholtz,"Fix package deployment action",2025-04-02T18:38:56Z,2025-04-02T20:06:41Z,master,4,4,8,2
CommonApi,538,fspafahrenholtz,"Add feature branch deployment of api client package",2025-04-01T16:30:27Z,2025-04-02T18:32:12Z,master,54,1,55,3
CommonApi,537,timsquires,"FSP-11151 Support UTD sim class",2025-03-27T19:26:15Z,2025-04-01T15:16:55Z,master,26,10,36,7
CommonApi,536,fspafahrenholtz,"FSP-10774 Add endpoint for returning Audit History Events for a resource",2025-03-25T21:53:17Z,2025-03-26T16:47:28Z,master,959,15,974,22
CommonApi,535,amatasek,"FSP-10837 - Function cleanup",2025-03-25T19:36:12Z,2025-03-25T20:14:37Z,master,10,9,19,1
CommonApi,534,danwatkins-fsp,"FSP-11002 Add Sallie Mae terms and conditions operator agreement",2025-03-20T20:25:46Z,2025-03-24T13:41:08Z,master,26,12,38,4
CommonApi,533,amatasek,"[FSP-10837] Migrated DocumentUploadBackup function to CommonApi",2025-03-20T18:40:15Z,2025-03-21T14:03:40Z,master,769,0,769,9
CommonApi,532,NickHotalling-FSP,"FSP-10964 Get Operator by GUID fix",2025-03-06T18:05:49Z,2025-03-06T20:14:39Z,master,6,18,24,4
